Age,Gender,ChildrenHome,Education,MaritalStatus,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
58,0,2,PhD,Married,31686.0,Computer,0,9,1,1,3,0,3,1,3,0
37,1,0,2ndCycle,Married,23148.0,Computer,0,13,1,2,4,0,0,5,11,0
58,1,2,PhD,Married,45759.0,Computer,0,27,5,2,2,2,7,0,1,0
22,1,0,Undergraduate,Single,14527.0,Phone,0,25,4,14,3,5,11,4,3,1
53,0,1,PhD,Widow,62187.0,Laptop,1,30,2,6,2,3,2,2,7,0
38,0,1,Master,Married,30477.0,Laptop,2,20,3,1,2,2,2,2,1,0
60,0,2,Graduate,Married,65316.0,Laptop,2,3,1,3,9,5,6,1,4,0
42,1,0,Graduate,Single,81741.0,Computer,0,19,2,6,2,5,0,5,6,0
19,1,0,Undergraduate,Single,12203.0,Laptop,0,11,3,4,3,0,4,2,5,1
27,0,2,Graduate,Married,54943.0,Tablet,0,22,3,12,3,1,1,1,0,0
71,0,2,Master,Widow,73705.0,Laptop,0,12,1,9,5,9,5,0,7,0
63,0,0,Graduate,Married,35701.0,Phone,2,4,2,1,3,2,0,1,3,0
46,1,1,PhD,Divorced,66476.0,Laptop,1,11,3,5,7,7,0,5,1,0
46,0,1,Graduate,Married,51369.0,Computer,0,20,4,8,9,4,3,4,2,0
48,1,1,Basic,Married,18393.0,Laptop,1,20,5,3,0,6,1,7,0,0
67,0,1,Graduate,Single,57959.0,Computer,1,11,3,4,2,3,8,1,7,0
37,0,0,Graduate,Single,72903.0,Tablet,0,13,4,7,2,0,1,2,16,1
44,0,0,PhD,Married,82170.0,Computer,2,9,2,5,2,1,0,1,3,0
52,1,1,PhD,Single,32303.0,Tablet,2,11,4,1,0,4,2,8,7,0
69,0,1,PhD,Married,55707.0,Computer,2,11,2,3,2,0,3,7,9,0
46,1,1,Master,Married,81929.0,Phone,1,50,4,4,7,5,5,3,10,1
38,0,1,2ndCycle,Married,35684.0,Computer,1,5,1,1,3,3,2,0,14,0
56,1,0,Graduate,Divorced,70287.0,Tablet,0,16,3,5,0,6,8,4,5,1
29,1,0,Graduate,Single,59322.0,Phone,0,26,3,17,3,0,0,3,10,1
51,0,1,Graduate,Single,22804.0,Phone,1,19,1,2,1,0,2,1,4,0
36,1,1,Master,Married,42386.0,Laptop,2,3,2,3,2,8,6,0,10,0
27,0,1,Graduate,Married,46573.0,Computer,0,45,4,11,6,4,2,3,1,1
60,1,0,Graduate,Married,86111.0,Computer,0,18,1,5,2,0,2,0,1,0
19,1,0,Undergraduate,Single,24191.0,Tablet,2,30,5,2,5,3,3,3,15,0
31,0,0,Graduate,Married,42691.0,Laptop,0,28,3,5,0,7,0,0,16,0
18,0,0,Undergraduate,Single,22475.0,Laptop,2,19,3,8,4,1,1,4,8,1
41,0,0,Graduate,Married,26872.0,Computer,2,4,2,1,0,4,0,0,2,0
36,1,0,Graduate,Married,83512.0,Laptop,1,13,2,4,2,3,11,1,6,1
37,1,1,Graduate,Single,29760.0,Computer,1,22,3,3,3,4,2,0,3,0
50,1,1,Graduate,Married,30467.0,Tablet,2,6,2,1,4,4,1,1,7,0
34,0,0,Graduate,Married,68487.0,Tablet,0,4,2,9,1,3,0,1,0,0
38,0,1,Graduate,Married,16529.0,Laptop,2,13,3,1,0,4,0,2,3,0
30,1,2,Graduate,Married,49569.0,Computer,1,21,2,10,4,2,6,1,1,0
70,0,1,Graduate,Widow,40049.0,Computer,2,27,4,1,2,0,0,0,2,0
16,1,0,Undergraduate,Single,5308.0,Tablet,0,30,3,25,1,7,10,0,1,0
37,1,0,Basic,Single,16581.0,Tablet,2,28,5,0,5,1,2,4,6,0
25,1,0,Undergraduate,Single,26165.0,Laptop,2,22,4,24,12,4,14,6,1,1
50,0,3,Graduate,Married,38988.0,Phone,2,20,4,5,6,4,0,3,2,0
46,1,1,Graduate,Divorced,31859.0,Computer,0,22,4,1,3,1,0,5,1,0
28,0,2,Graduate,Married,58010.0,Tablet,0,3,2,24,6,0,0,0,11,0
43,0,0,Graduate,Married,90300.0,Phone,2,25,5,5,4,0,1,2,10,0
47,1,2,Master,Single,46098.0,Laptop,0,7,2,3,4,0,0,2,1,0
51,1,0,PhD,Married,78931.0,Tablet,1,21,3,2,0,0,0,7,4,0
21,1,0,Undergraduate,Single,21187.0,Tablet,0,20,2,5,2,5,7,7,9,0
41,1,0,Graduate,Single,72066.0,Phone,0,14,4,4,2,1,6,10,0,1
54,0,0,Graduate,Widow,73455.0,Tablet,1,29,2,6,3,2,3,0,12,0
27,1,1,Graduate,Married,43183.0,Phone,2,11,4,15,1,2,11,0,12,0
60,0,1,2ndCycle,Divorced,81975.0,Tablet,1,9,2,6,2,2,5,0,10,0
60,1,1,Master,Married,72828.0,Laptop,1,17,3,6,2,3,2,7,6,0
59,0,0,Graduate,Single,80695.0,Computer,1,20,2,5,6,2,0,0,13,0
46,0,1,Graduate,Married,53858.0,Computer,1,3,2,4,1,3,3,6,7,0
29,0,1,Graduate,Married,55858.0,Tablet,0,34,2,6,2,6,0,1,10,1
23,1,0,Undergraduate,Single,13878.0,Tablet,0,19,3,3,4,4,6,3,2,0
26,1,1,Graduate,Married,48831.0,Computer,1,15,1,5,5,1,7,8,6,0
56,0,2,PhD,Married,28764.0,Computer,1,5,1,1,0,1,2,5,12,0
27,0,0,Graduate,Single,34824.0,Tablet,1,29,2,1,0,2,0,0,15,0
77,0,0,Master,Married,62847.0,Laptop,1,10,1,3,3,0,1,0,11,0
32,0,1,2ndCycle,Married,24683.0,Tablet,2,6,2,2,4,6,1,1,9,0
65,1,3,PhD,Married,75283.0,Tablet,0,24,3,6,3,1,1,0,3,0
46,1,1,Graduate,Single,47025.0,Phone,1,24,5,6,4,2,2,7,0,0
33,1,0,Master,Divorced,10979.0,Laptop,1,3,2,3,1,1,4,1,13,0
50,1,1,PhD,Married,62220.0,Tablet,1,47,5,7,4,10,5,1,5,1
56,0,1,Graduate,Divorced,55686.0,Phone,2,10,3,6,3,5,2,3,2,0
47,0,1,PhD,Single,52614.0,Computer,1,29,2,2,2,0,0,2,2,0
61,0,1,PhD,Married,63342.0,Computer,1,29,3,8,3,0,3,2,2,0
47,0,0,Master,Single,81169.0,Phone,0,15,1,5,3,3,6,2,1,0
73,0,0,Master,Married,81698.0,Phone,0,16,4,3,7,2,0,8,2,1
41,0,1,PhD,Single,55212.0,Laptop,0,14,2,3,4,0,0,4,5,0
50,0,0,Graduate,Married,84906.0,Laptop,0,7,2,5,0,0,4,5,0,0
23,1,0,Undergraduate,Single,29226.0,Tablet,1,11,2,20,7,2,7,4,0,1
18,0,0,Undergraduate,Single,24079.0,Laptop,2,5,2,4,4,2,4,1,11,0
40,1,1,Graduate,Married,42081.0,Laptop,2,22,4,6,3,1,6,0,1,0
57,1,0,Graduate,Single,23478.0,Laptop,1,21,2,3,1,3,2,2,1,0
40,0,0,PhD,Married,70038.0,Computer,2,7,2,4,3,0,3,2,9,0
70,0,1,PhD,Married,69805.0,Laptop,2,21,3,6,4,4,4,6,6,0
57,1,1,Graduate,Single,61559.0,Phone,1,29,3,4,2,1,0,2,2,0
60,1,2,Graduate,Divorced,39552.0,Phone,0,28,4,6,6,5,0,0,11,1
36,1,1,Graduate,Married,38508.0,Phone,2,20,5,7,1,6,4,3,4,0
50,0,1,PhD,Married,43269.0,Laptop,0,23,4,1,7,2,0,5,3,0
52,1,2,PhD,Married,38097.0,Phone,1,17,2,3,2,4,5,0,13,1
42,1,0,Master,Divorced,78789.0,Tablet,2,42,6,4,9,6,6,4,5,1
57,1,1,Graduate,Married,73538.0,Computer,1,16,2,10,6,5,6,0,14,0
52,0,1,Graduate,Married,28164.0,Computer,1,9,1,2,0,1,1,0,10,0
65,0,0,Graduate,Single,78499.0,Tablet,0,45,4,11,2,7,0,0,1,1
67,0,0,Master,Married,82384.0,Phone,2,48,6,3,4,5,10,4,6,1
48,1,1,PhD,Single,68352.0,Tablet,1,4,1,8,3,3,1,1,0,0
46,0,2,Graduate,Married,30772.0,Laptop,1,3,1,1,5,0,3,0,7,0
53,1,2,Graduate,Widow,40590.0,Laptop,0,11,2,3,0,0,2,0,1,0
26,1,2,Graduate,Married,48622.0,Laptop,0,16,1,15,3,0,2,4,4,1
57,0,0,Graduate,Married,56046.0,Tablet,0,45,4,10,7,8,4,7,0,1
49,1,1,Graduate,Married,52845.0,Laptop,1,28,3,8,1,0,7,2,0,0
57,0,1,PhD,Married,51717.0,Laptop,0,29,3,3,5,0,8,5,7,0
33,0,1,2ndCycle,Married,59060.0,Phone,1,10,1,3,2,2,0,4,10,0
28,0,1,Graduate,Married,56754.0,Computer,0,18,2,9,0,2,10,0,5,1
49,1,1,PhD,Married,57906.0,Phone,0,24,5,4,7,6,6,1,17,0
52,0,1,Graduate,Single,24206.0,Computer,0,9,2,1,3,7,1,2,0,0
53,1,1,Graduate,Widow,43638.0,Computer,0,11,4,4,3,1,0,3,1,0
57,1,2,Master,Married,62694.0,Computer,2,24,2,9,2,1,4,0,8,0
64,0,2,Basic,Single,15056.0,Computer,1,25,3,2,4,3,3,2,3,0
56,0,2,Master,Married,57183.0,Laptop,2,4,2,9,3,1,2,2,0,0
29,0,2,Graduate,Married,56573.0,Tablet,0,30,5,12,2,0,2,5,13,1
47,0,1,PhD,Single,52614.0,Laptop,1,22,5,2,3,4,2,0,7,0
24,1,0,Undergraduate,Single,29119.0,Tablet,1,7,1,21,7,2,2,5,1,0
29,0,1,2ndCycle,Single,60182.0,Computer,0,13,3,1,2,2,2,6,4,0
48,0,0,PhD,Single,71466.0,Computer,2,24,4,4,2,2,3,2,3,0
64,1,0,Graduate,Married,81320.0,Laptop,0,3,1,4,4,5,0,2,4,0
54,0,1,Graduate,Single,70566.0,Laptop,2,19,3,6,0,6,3,1,1,0
49,1,1,PhD,Married,48432.0,Computer,1,14,1,7,3,2,3,0,1,0
28,1,1,Graduate,Married,54777.0,Laptop,0,10,1,3,10,1,1,5,5,0
41,1,1,Graduate,Married,54386.0,Laptop,0,20,4,3,5,3,1,4,10,0
50,0,0,PhD,Married,79930.0,Computer,1,20,2,3,2,3,4,1,0,0
71,1,1,PhD,Married,69702.0,Phone,2,4,1,7,7,2,0,5,11,0
23,0,0,Undergraduate,Single,19656.0,Laptop,0,6,1,12,3,5,0,7,11,0
25,0,0,Undergraduate,Single,10694.0,Computer,1,14,1,8,2,3,2,3,7,1
65,0,1,Graduate,Married,43140.0,Laptop,0,13,3,4,1,0,0,1,2,0
67,0,2,Graduate,Married,42586.0,Phone,0,10,1,4,8,4,0,5,2,1
49,0,1,Graduate,Widow,42429.0,Tablet,1,26,4,1,1,0,8,3,2,0
76,0,3,PhD,Married,64014.0,Computer,0,27,4,8,6,2,3,0,0,0
47,0,1,Master,Married,17459.0,Tablet,2,12,1,3,1,6,1,4,2,1
43,0,1,Basic,Single,20194.0,Computer,2,5,2,2,6,0,2,5,0,0
37,0,1,Graduate,Single,66503.0,Computer,0,22,5,4,2,6,1,3,10,0
54,1,3,Graduate,Married,35322.0,Phone,1,29,2,2,5,1,2,0,4,0
60,0,1,Graduate,Married,56181.0,Phone,0,14,3,4,1,2,2,2,4,0
36,0,1,Graduate,Single,51747.0,Tablet,2,26,4,27,2,3,0,0,1,0
20,1,0,Undergraduate,Single,5165.0,Computer,2,21,3,12,3,7,0,4,10,0
62,1,2,Master,Married,17144.0,Computer,0,7,1,3,1,1,2,1,1,0
65,0,1,PhD,Married,6835.0,Computer,2,9,2,0,5,2,1,2,0,0
36,0,1,Graduate,Married,83033.0,Computer,0,10,3,11,2,6,4,1,5,0
52,0,1,Graduate,Single,30015.0,Laptop,1,18,4,1,3,2,5,0,13,0
39,0,1,PhD,Married,23536.0,Computer,1,19,2,0,1,5,0,0,3,0
36,1,2,Master,Single,19485.0,Computer,0,17,2,1,5,3,4,0,8,0
49,0,1,2ndCycle,Married,69401.0,Phone,1,30,4,4,3,2,1,2,1,0
43,0,1,Basic,Married,24594.0,Tablet,1,29,4,1,3,1,2,0,4,0
69,0,1,Graduate,Single,40464.0,Computer,0,27,5,8,1,4,0,1,4,0
50,0,0,Master,Married,83151.0,Phone,1,46,7,5,5,0,9,3,2,1
64,0,1,Graduate,Single,94472.0,Computer,0,7,2,5,3,2,4,1,9,0
47,1,1,PhD,Married,40233.0,Phone,0,27,2,2,1,1,5,0,4,0
59,1,0,Graduate,Married,22419.0,Laptop,0,27,2,3,1,0,3,2,6,0
62,1,1,Master,Married,47353.0,Computer,1,5,1,2,0,1,5,2,14,0
59,1,1,PhD,Married,81300.0,Phone,2,15,2,10,4,1,2,8,7,1
75,1,0,Basic,Married,28389.0,Laptop,1,27,5,1,0,0,3,1,5,0
16,1,0,Undergraduate,Single,12420.0,Tablet,1,13,4,14,0,4,5,8,2,0
19,0,0,Undergraduate,Single,19561.0,Computer,2,10,2,9,5,9,5,9,7,0
54,1,1,Graduate,Married,19329.0,Laptop,2,6,1,4,0,8,6,2,4,0
50,0,1,Master,Single,49494.0,Laptop,1,12,1,6,5,2,4,2,0,0
49,1,0,Graduate,Married,73926.0,Computer,1,13,1,6,6,7,4,1,13,0
57,0,1,Graduate,Single,69263.0,Computer,2,28,2,9,2,1,1,4,10,0
67,1,0,PhD,Married,75261.0,Phone,0,48,6,5,2,2,2,1,1,1
36,1,1,Graduate,Divorced,21846.0,Computer,2,11,3,4,6,5,1,2,17,0
29,1,1,Graduate,Married,41154.0,Phone,2,13,3,13,1,7,12,3,14,0
30,1,2,Graduate,Married,50008.0,Tablet,0,26,4,23,12,2,2,1,4,0
73,0,0,Graduate,Widow,70165.0,Laptop,2,15,3,3,6,7,2,1,5,0
29,1,1,Graduate,Married,51120.0,Computer,0,42,3,7,2,2,13,4,12,1
51,1,0,2ndCycle,Married,78041.0,Phone,1,20,4,4,0,6,5,3,1,0
23,0,0,Undergraduate,Single,18565.0,Tablet,0,27,4,25,4,0,2,2,10,1
66,0,1,Graduate,Married,58116.0,Laptop,2,11,3,3,0,1,0,7,10,0
70,1,2,Graduate,Married,35704.0,Tablet,2,27,4,2,0,0,3,1,0,0
53,1,1,Graduate,Married,62882.0,Computer,1,23,3,7,2,2,0,0,6,0
46,1,1,Graduate,Married,21675.0,Computer,0,21,5,4,5,2,0,2,3,0
49,1,1,Graduate,Married,33471.0,Computer,0,18,4,3,3,0,7,1,7,0
21,1,0,Undergraduate,Single,23605.0,Tablet,1,34,2,4,4,5,1,5,6,1
67,1,2,Master,Married,38452.0,Computer,1,16,3,3,1,3,7,0,13,0
27,0,0,Graduate,Single,57396.0,Tablet,2,25,3,27,5,4,1,0,16,0
72,0,2,PhD,Widow,56551.0,Tablet,1,18,1,2,1,6,3,5,2,0
62,1,0,Graduate,Married,30507.0,Laptop,0,28,5,5,2,2,0,2,2,0
42,1,1,Master,Married,31535.0,Laptop,2,17,4,1,0,3,0,6,3,0
39,1,1,Graduate,Married,28427.0,Computer,0,5,2,2,1,3,5,1,4,0
33,0,0,PhD,Married,66973.0,Computer,1,29,5,8,1,4,3,2,2,0
62,0,2,Graduate,Married,31454.0,Tablet,0,23,4,2,1,2,0,3,5,0
49,1,2,PhD,Single,46854.0,Phone,1,41,6,5,0,2,0,1,9,1
22,1,0,Undergraduate,Single,28127.0,Tablet,0,27,2,10,2,1,6,7,0,0
46,1,1,PhD,Divorced,14849.0,Tablet,0,23,4,2,3,4,2,4,6,0
22,1,0,Undergraduate,Single,27765.0,Phone,1,22,3,4,4,3,3,4,4,0
62,0,0,Master,Married,83151.0,Computer,1,25,4,5,1,0,0,0,1,0
61,0,3,Graduate,Divorced,27215.0,Computer,1,21,2,2,1,3,1,7,13,0
66,1,1,Graduate,Married,46097.0,Computer,0,10,3,3,6,1,2,0,1,0
48,1,2,Graduate,Divorced,53034.0,Laptop,0,3,1,6,1,2,4,2,16,0
63,1,1,PhD,Divorced,62859.0,Tablet,1,9,1,9,0,7,0,1,3,0
48,1,1,PhD,Single,31560.0,Computer,1,5,1,2,3,1,7,3,2,0
18,0,0,Undergraduate,Single,23926.0,Tablet,2,18,3,27,1,1,0,4,5,1
51,0,1,PhD,Widow,47111.0,Phone,2,26,4,3,2,0,3,7,9,0
18,1,0,Undergraduate,Single,20636.0,Laptop,1,10,4,12,3,1,2,0,8,1
28,0,1,Graduate,Married,52377.0,Laptop,1,16,3,14,5,3,3,2,2,0
71,1,1,Master,Married,67381.0,Computer,0,15,3,2,3,6,2,0,16,0
73,0,1,PhD,Married,58607.0,Laptop,1,28,4,2,0,2,6,1,0,0
48,1,0,Graduate,Married,56715.0,Computer,1,16,3,7,9,2,5,0,10,0
19,1,0,Undergraduate,Single,27069.0,Phone,0,29,3,2,1,2,5,0,6,0
75,0,0,2ndCycle,Married,81044.0,Tablet,1,30,4,5,0,2,3,1,4,0
17,0,0,Undergraduate,Single,13466.0,Computer,0,29,5,27,4,3,3,4,14,0
55,0,1,2ndCycle,Divorced,36640.0,Computer,0,18,3,2,0,5,2,5,3,0
21,0,0,Undergraduate,Single,22825.0,Phone,2,8,1,5,4,4,4,2,7,0
69,1,0,Graduate,Widow,53653.0,Computer,1,16,4,10,0,3,5,1,2,0
66,1,1,Master,Married,50965.0,Laptop,2,14,1,10,2,4,0,0,9,0
26,0,0,Graduate,Single,56069.0,Computer,0,19,4,11,0,0,2,6,4,0
16,1,0,Undergraduate,Single,14063.0,Computer,2,47,6,15,4,2,5,1,8,1
69,0,1,Graduate,Married,50725.0,Laptop,2,27,3,8,1,8,0,1,3,0
55,1,1,Master,Single,59235.0,Laptop,0,22,3,11,0,2,6,4,1,0
49,1,0,Graduate,Married,57100.0,Tablet,0,13,4,3,1,2,3,0,12,0
65,1,1,Graduate,Single,36864.0,Phone,2,36,5,5,12,1,5,0,10,1
45,1,1,Graduate,Divorced,32952.0,Tablet,1,14,4,2,6,7,2,1,4,0
40,1,0,PhD,Married,84169.0,Tablet,1,13,2,7,8,1,2,3,2,1
69,0,3,Graduate,Married,48686.0,Computer,1,21,5,1,7,2,5,3,0,0
48,1,1,Graduate,Divorced,19346.0,Phone,2,23,3,1,8,0,4,5,4,0
68,0,0,Graduate,Married,77972.0,Tablet,0,11,2,4,5,3,1,4,8,0
49,1,1,PhD,Married,48432.0,Phone,0,15,2,7,4,3,2,7,5,1
46,0,1,Graduate,Married,7500.0,Phone,2,38,6,4,8,1,1,5,6,1
53,1,0,Graduate,Married,68695.0,Computer,1,10,2,4,1,1,5,2,8,0
76,1,0,Graduate,Married,18100.0,Computer,2,21,2,0,8,5,3,2,1,0
51,1,1,PhD,Married,60491.0,Computer,0,12,1,6,0,1,1,2,6,0
52,0,0,Graduate,Single,93790.0,Tablet,1,10,1,6,4,5,13,1,7,1
33,0,0,2ndCycle,Married,85710.0,Laptop,1,12,2,6,5,0,2,3,6,0
62,0,1,Graduate,Married,51651.0,Computer,0,12,1,6,2,7,2,5,17,0
24,0,0,Undergraduate,Single,26529.0,Phone,2,9,2,5,2,1,9,3,4,0
16,1,0,Undergraduate,Single,22075.0,Laptop,2,20,3,2,1,2,7,2,3,0
71,0,1,Master,Married,47352.0,Computer,1,13,4,6,0,2,3,4,7,0
40,0,1,Master,Married,43815.0,Computer,1,5,1,2,2,0,3,1,0,0
47,1,1,Master,Single,31160.0,Computer,0,24,2,2,7,5,2,0,7,0
20,1,0,Undergraduate,Single,23113.0,Phone,2,24,2,13,3,3,3,5,2,0
25,1,0,Undergraduate,Single,29345.0,Tablet,0,8,2,11,5,0,4,2,3,0
20,0,0,Undergraduate,Single,17868.0,Laptop,0,15,2,16,4,10,9,0,6,1
73,1,0,Graduate,Married,69372.0,Tablet,2,44,3,10,3,2,12,0,4,1
53,1,2,Graduate,Married,52413.0,Tablet,2,24,5,6,5,7,1,3,4,0
20,1,0,Undergraduate,Single,16411.0,Laptop,0,11,3,11,4,1,4,0,0,0
51,1,2,Graduate,Married,43824.0,Tablet,2,10,1,3,1,1,0,4,10,0
58,1,1,PhD,Married,60896.0,Computer,1,19,2,9,6,3,1,7,2,1
47,1,1,2ndCycle,Widow,47682.0,Computer,1,21,4,4,1,4,0,0,1,0
68,0,1,Graduate,Divorced,72071.0,Laptop,1,29,4,5,5,1,4,4,7,0
41,0,1,2ndCycle,Married,75774.0,Computer,0,6,1,7,3,1,0,2,6,0
44,1,1,2ndCycle,Married,17117.0,Computer,2,29,5,3,1,0,1,0,10,0
49,1,1,PhD,Married,37401.0,Computer,2,16,2,2,9,0,0,6,17,0
21,0,0,Undergraduate,Single,20616.0,Tablet,1,28,4,5,3,2,4,3,7,1
57,1,0,PhD,Married,65220.0,Phone,1,23,3,8,4,3,13,9,1,1
51,1,1,Graduate,Married,73691.0,Computer,2,13,3,6,0,1,1,3,15,0
57,0,2,Graduate,Single,42720.0,Tablet,0,8,1,7,2,8,9,0,17,1
51,0,1,PhD,Single,60504.0,Tablet,2,12,4,6,0,0,4,7,8,0
44,0,0,Graduate,Married,67023.0,Laptop,2,17,4,3,1,8,5,1,6,0
52,1,1,Graduate,Married,40548.0,Computer,2,28,5,2,2,4,1,4,2,0
47,1,2,2ndCycle,Married,37284.0,Computer,1,11,3,0,9,2,6,1,13,0
38,0,1,Graduate,Single,34738.0,Laptop,1,25,5,1,5,5,3,1,8,0
38,1,1,Graduate,Married,24570.0,Computer,1,27,2,4,8,3,3,2,3,0
32,1,1,Graduate,Single,26095.0,Computer,1,28,4,1,5,8,0,3,0,0
55,0,2,2ndCycle,Married,30753.0,Laptop,0,14,4,1,1,0,1,0,2,0
37,0,1,Graduate,Single,29760.0,Computer,0,17,1,3,6,2,1,0,4,0
62,0,0,Graduate,Married,78468.0,Computer,0,4,1,10,3,0,1,4,5,0
41,1,1,Graduate,Married,42162.0,Laptop,2,30,2,3,3,9,2,4,8,1
56,1,3,PhD,Single,46734.0,Computer,2,5,1,3,6,1,0,2,5,0
18,1,0,Undergraduate,Single,6122.0,Tablet,2,47,7,4,4,3,3,1,7,1
54,0,2,PhD,Married,38443.0,Computer,0,16,1,1,1,6,3,4,2,0
25,0,0,Undergraduate,Single,17646.0,Computer,1,40,5,4,2,0,14,4,6,1
51,0,1,PhD,Married,37126.0,Tablet,1,7,1,1,8,6,3,3,3,1
43,0,1,Graduate,Married,77298.0,Computer,0,17,4,6,3,0,1,2,1,0
48,1,2,Graduate,Divorced,39996.0,Computer,0,22,4,1,2,2,1,1,3,0
24,1,0,Undergraduate,Single,11175.0,Computer,1,20,2,25,6,1,3,4,1,0
49,0,1,Graduate,Married,25410.0,Laptop,0,22,5,1,4,5,1,4,0,0
50,1,2,Graduate,Married,33622.0,Computer,1,22,2,2,1,0,2,5,16,0
52,0,0,Graduate,Married,81205.0,Phone,1,15,3,5,10,7,4,2,5,1
37,0,1,Graduate,Married,31158.0,Computer,1,29,2,2,2,3,0,0,9,0
55,1,1,PhD,Single,52569.0,Computer,2,9,2,2,0,2,2,5,4,0
71,0,1,Graduate,Divorced,43185.0,Laptop,1,8,2,9,1,6,1,0,0,0
52,1,1,Master,Married,50943.0,Phone,1,25,2,4,9,4,1,1,7,0
58,0,1,PhD,Married,65526.0,Computer,0,28,3,4,3,9,1,1,3,0
18,1,0,Undergraduate,Single,11220.0,Laptop,2,8,1,14,3,2,0,1,9,1
50,0,1,Master,Married,37787.0,Tablet,0,13,2,3,0,1,2,3,3,0
58,0,2,PhD,Married,46910.0,Computer,2,17,1,2,6,1,1,1,3,0
19,1,0,Undergraduate,Single,8747.0,Computer,2,22,3,11,0,3,2,1,4,1
21,0,0,Undergraduate,Single,6425.0,Phone,0,26,5,9,1,3,4,2,8,1
29,1,1,Graduate,Married,55248.0,Phone,2,19,4,13,0,2,1,2,2,0
23,0,0,Undergraduate,Single,14958.0,Tablet,1,18,2,2,0,4,2,7,13,0
30,1,0,Graduate,Married,63207.0,Laptop,1,21,5,2,1,2,1,2,2,0
65,1,1,Graduate,Married,42213.0,Computer,1,23,4,5,5,3,5,2,1,0
61,0,1,Graduate,Single,46524.0,Phone,2,28,5,1,2,8,3,3,11,0
18,1,0,Undergraduate,Single,22826.0,Tablet,2,25,5,14,3,2,2,5,3,1
47,0,1,2ndCycle,Married,19789.0,Computer,0,28,4,2,0,2,2,3,0,0
60,0,0,Graduate,Married,76081.0,Phone,1,22,2,4,0,5,2,6,6,0
56,0,1,Graduate,Single,63810.0,Tablet,0,6,1,4,0,1,2,5,0,0
50,1,1,Graduate,Married,65685.0,Laptop,2,8,1,9,2,1,0,7,13,0
47,0,1,Master,Married,54730.0,Laptop,1,19,3,4,4,0,3,2,2,0
51,0,1,Master,Married,71499.0,Computer,1,10,3,8,1,2,2,3,8,0
72,0,1,Master,Widow,64866.0,Tablet,2,19,2,7,0,7,0,2,3,0
45,0,1,2ndCycle,Single,31878.0,Phone,0,29,5,1,6,9,4,1,1,0
23,0,0,Undergraduate,Single,15455.0,Phone,1,8,2,5,6,7,3,5,9,0
17,1,0,Undergraduate,Single,15917.0,Computer,2,16,4,21,1,4,1,4,3,1
16,0,0,Undergraduate,Single,15257.0,Tablet,2,21,2,16,8,3,0,6,6,0
61,1,2,Master,Married,74881.0,Tablet,1,27,3,9,3,1,1,5,1,0
72,1,2,Graduate,Married,27203.0,Laptop,1,7,1,1,3,0,7,3,3,0
47,0,0,Master,Married,92163.0,Laptop,1,25,4,5,1,2,9,1,7,1
79,1,0,Master,Single,77598.0,Computer,2,25,2,7,4,1,0,3,8,0
60,1,2,Graduate,Single,50785.0,Tablet,0,8,1,2,1,3,3,4,15,0
47,1,1,Graduate,Widow,58330.0,Laptop,0,20,4,6,0,0,0,0,16,0
68,0,2,Graduate,Single,46344.0,Computer,1,23,3,1,4,2,4,4,0,0
69,0,1,Graduate,Married,61278.0,Tablet,1,28,4,3,5,2,3,4,6,0
55,1,0,PhD,Married,83532.0,Phone,2,5,1,4,0,1,1,5,5,0
47,0,1,PhD,Married,80427.0,Computer,0,30,2,11,2,6,2,1,8,0
52,0,0,Master,Single,44802.0,Computer,1,11,2,9,2,0,2,2,0,0
44,0,1,2ndCycle,Married,26224.0,Computer,2,30,4,2,5,3,0,1,1,0
72,0,1,Graduate,Married,48070.0,Tablet,0,29,4,8,0,4,3,2,4,0
47,1,2,Master,Single,46098.0,Phone,1,23,2,3,8,8,4,2,3,1
39,1,1,Graduate,Single,24072.0,Computer,2,21,5,1,1,9,2,4,2,0
51,1,0,Graduate,Married,69930.0,Computer,1,3,1,4,4,3,4,4,0,0
19,1,0,Undergraduate,Single,18569.0,Tablet,0,20,5,7,5,0,4,0,0,0
16,0,0,Undergraduate,Single,11375.0,Laptop,0,13,1,5,8,2,4,2,11,0
17,0,0,Undergraduate,Single,22516.0,Laptop,1,21,3,10,6,0,5,6,3,0
49,1,2,PhD,Divorced,35860.0,Computer,1,12,4,1,0,4,2,2,3,0
66,0,1,Master,Married,55249.0,Computer,0,14,2,2,4,2,0,1,6,0
57,0,1,PhD,Married,71322.0,Laptop,1,15,2,8,3,1,4,0,1,0
60,0,0,Graduate,Married,76081.0,Tablet,1,6,1,4,1,4,4,2,7,0
50,1,1,PhD,Married,57091.0,Phone,0,33,6,9,2,4,12,6,10,1
35,0,0,Master,Married,73395.0,Computer,1,18,1,4,0,7,0,3,0,0
73,0,2,Master,Widow,47570.0,Laptop,1,12,2,2,1,3,1,2,5,1
65,0,0,Graduate,Married,23539.0,Computer,2,30,3,2,0,0,6,7,0,0
59,1,0,Master,Married,38620.0,Tablet,1,22,2,2,1,3,4,3,2,0
51,0,1,Graduate,Divorced,29819.0,Computer,0,23,4,3,2,2,3,0,4,0
