ID,Age,Gender,ChildrenHome,Education,Marital_Status,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
640,31,0,0,2n Cycle,Single,61618,Tablet,2,9,2,3,2,2,6,6,3,0
641,57,1,0,Graduation,Married,77343,Tablet,1,15,3,3,2,0,2,2,10,0
642,33,0,1,Graduation,Married,75433,Tablet,2,24,5,2,5,1,0,0,5,0
643,60,1,0,PhD,Widow,82571,Phone,0,24,5,6,2,3,4,2,2,0
644,68,0,1,Master,Together,60033,Laptop,1,22,4,2,3,4,2,1,4,0
645,39,1,1,Graduation,Single,39062,Computer,1,18,3,1,1,4,3,5,0,0
646,50,0,1,Graduation,Married,30023,Computer,2,19,1,2,1,3,3,0,13,0
647,52,0,1,Graduation,Single,30015,Laptop,1,18,4,1,3,2,5,0,13,0
648,42,1,1,Graduation,Married,33228,Laptop,1,30,5,2,0,4,0,0,1,0
649,55,1,3,Graduation,Married,22574,Laptop,2,19,4,2,0,3,1,8,0,0
650,55,1,3,Graduation,Married,22574,Laptop,1,5,1,2,4,2,2,3,1,0
651,65,0,1,Graduation,Married,55267,Laptop,0,8,1,3,2,1,2,1,0,0
652,64,0,1,Graduation,Together,66886,Computer,1,26,4,7,5,3,4,1,12,0
653,51,1,1,Graduation,Single,72258,Computer,0,6,2,6,2,5,1,4,8,0
654,38,0,0,PhD,Single,82733,Phone,1,24,2,8,3,2,5,4,2,1
655,59,0,2,Graduation,Divorced,45146,Computer,1,14,1,1,6,7,1,1,4,0
656,32,1,1,2n Cycle,Single,51250,Computer,1,26,3,10,0,6,2,5,0,0
657,71,1,2,Graduation,Married,32871,Computer,1,7,1,1,2,1,3,6,5,0
658,44,0,0,2n Cycle,Together,63855,Computer,2,28,4,7,1,1,0,4,0,0
659,54,1,1,PhD,Divorced,42564,Phone,1,14,4,6,3,0,14,0,5,1
660,50,1,1,2n Cycle,Together,46344,Computer,1,10,2,7,2,3,0,0,6,0
661,59,1,2,Graduation,Married,50437,Computer,1,17,3,7,5,6,3,0,2,0
662,62,1,1,Graduation,Together,70971,Phone,2,10,2,11,2,2,5,1,1,1
663,45,1,2,Graduation,Single,37774,Phone,2,15,4,7,11,1,2,1,4,1
664,59,1,2,PhD,Married,4023,Computer,0,7,2,0,2,1,2,5,7,0
665,56,0,0,Graduation,Single,33279,Tablet,1,15,1,0,1,2,2,6,11,0
666,44,1,1,Graduation,Married,42693,Tablet,1,30,2,1,6,6,1,0,13,0
667,70,1,1,Master,Together,70545,Tablet,0,8,1,4,1,0,3,1,7,0
668,65,0,1,Graduation,Widow,65486,Computer,0,24,3,4,4,5,0,6,1,0
669,41,1,0,Master,Together,77882,Computer,2,3,1,3,4,1,3,5,13,0
670,62,0,0,Graduation,Together,78468,Computer,0,4,1,10,3,0,1,4,5,0
671,59,1,1,Graduation,Together,77226,Phone,2,3,1,6,0,2,4,1,2,0
672,31,1,0,Master,Single,90638,Computer,2,23,3,3,6,1,4,0,6,0
673,31,0,0,Master,Single,90638,Phone,1,50,7,3,7,0,11,3,0,1
674,74,1,0,Graduation,Together,70666,Computer,0,24,5,7,2,1,4,6,5,0
675,63,0,1,2n Cycle,Divorced,59052,Computer,1,14,1,7,4,3,0,2,4,0
676,70,0,0,Basic,Together,13084,Phone,1,18,2,1,1,1,3,0,9,0
677,73,1,1,Graduation,Divorced,49160,Computer,1,8,1,3,5,2,3,3,13,0
678,69,1,0,Graduation,Divorced,23272,Laptop,0,25,4,1,3,3,3,1,0,0
679,59,1,1,Master,Divorced,49476,Computer,1,27,5,2,2,3,0,0,8,0
680,57,1,2,Master,Married,62694,Computer,2,24,2,9,2,1,4,0,8,0
681,49,1,1,PhD,Together,57906,Phone,0,24,5,4,7,6,6,1,17,0
682,40,1,0,Graduation,Together,71853,Laptop,2,24,5,2,2,6,2,4,0,0
683,40,0,0,Graduation,Together,71853,Computer,1,20,5,2,1,1,0,5,6,0
684,63,0,1,Graduation,Married,65031,Computer,2,25,5,10,4,4,0,0,12,0
685,62,1,0,Graduation,Together,30507,Laptop,0,28,5,5,2,2,0,2,2,0
686,52,1,1,Graduation,Together,67419,Computer,1,22,2,9,8,1,3,2,3,0
687,72,0,1,Graduation,Married,59462,Computer,0,7,1,9,2,1,0,1,2,0
688,28,0,0,Graduation,Single,95529,Phone,0,12,2,7,2,4,1,2,5,1
689,69,1,0,Graduation,Widow,53653,Computer,1,16,4,10,0,3,5,1,2,0
690,42,0,0,Basic,Married,25965,Computer,2,5,1,2,1,8,4,3,8,0
691,52,1,1,Graduation,Married,22979,Phone,0,37,3,3,4,5,1,4,7,1
692,71,0,1,PhD,Single,64950,Computer,1,20,4,11,4,3,2,5,1,0
693,37,0,1,Graduation,Married,44322,Computer,0,17,4,3,2,9,2,1,2,0
694,39,1,1,Graduation,Married,30096,Laptop,1,15,1,2,3,5,3,6,12,0
695,39,1,1,Graduation,Married,30096,Computer,2,6,2,2,5,5,3,5,0,0
696,45,0,1,Graduation,Single,56628,Computer,2,6,1,7,2,0,2,4,17,0
697,45,0,0,2n Cycle,Together,82326,Phone,2,48,4,5,3,2,2,6,8,1
698,27,0,0,Graduation,Single,71163,Computer,0,23,4,3,9,4,3,1,4,0
699,44,1,1,Graduation,Divorced,71022,Laptop,2,21,3,5,7,2,4,4,3,0
700,68,0,1,2n Cycle,Single,42607,Laptop,2,30,2,3,1,3,0,0,12,0
701,47,1,1,Graduation,Married,43057,Laptop,0,14,2,4,2,7,8,0,1,0
702,47,0,1,Master,Married,47808,Phone,2,4,1,3,4,3,0,1,2,0
703,35,0,1,Graduation,Single,29236,Tablet,2,21,2,4,5,1,2,0,4,0
704,53,1,2,Graduation,Widow,40590,Laptop,0,10,3,3,2,1,0,0,11,0
705,53,1,2,Graduation,Widow,40590,Laptop,0,11,2,3,0,0,2,0,1,0
706,63,0,1,Master,Married,77520,Tablet,0,29,3,8,0,3,2,4,7,1
707,41,1,2,Graduation,Married,40211,Laptop,0,30,3,2,8,1,2,1,12,0
708,49,0,2,PhD,Together,63516,Laptop,1,12,4,4,3,6,0,3,3,0
709,48,1,2,Graduation,Divorced,53034,Laptop,0,3,1,6,1,2,4,2,16,0
710,47,1,1,Master,Together,22669,Tablet,2,6,2,4,5,6,8,8,9,1
711,40,1,0,Graduation,Married,79908,Laptop,0,9,1,5,6,8,4,7,5,0
712,36,0,0,PhD,Single,69867,Tablet,0,8,2,3,0,6,9,5,9,1
713,56,1,0,Graduation,Divorced,70287,Tablet,0,16,3,5,0,6,8,4,5,1
714,56,0,2,Graduation,Single,37070,Tablet,1,10,4,5,3,2,4,7,3,1
715,56,0,2,Graduation,Single,37070,Tablet,2,13,2,5,3,5,9,1,1,1
716,56,1,2,Master,Married,38179,Laptop,2,24,4,3,1,7,3,0,7,0
717,39,1,1,Graduation,Married,39922,Laptop,1,13,3,3,1,0,2,0,4,0
718,39,1,1,Graduation,Married,39922,Laptop,1,21,2,3,0,4,1,0,6,0
719,39,0,1,Graduation,Married,39922,Laptop,2,18,3,3,2,2,6,0,2,0
720,59,1,1,Master,Single,64191,Computer,1,7,1,5,8,7,3,2,7,0
721,47,0,2,2n Cycle,Single,41658,Computer,2,16,2,1,5,5,5,3,0,0
722,46,1,1,Graduation,Divorced,40780,Laptop,2,26,5,7,5,5,0,0,0,0
723,43,1,1,Graduation,Together,77568,Computer,2,8,1,10,2,1,5,1,10,0
724,37,0,1,Graduation,Single,66503,Computer,0,22,5,4,2,6,1,3,10,0
725,36,1,0,Graduation,Married,83512,Laptop,1,13,2,4,2,3,11,1,6,1
726,58,0,2,PhD,Married,31686,Computer,0,9,1,1,3,0,3,1,3,0
727,46,1,1,Graduation,Together,71322,Phone,0,12,1,4,3,1,0,3,0,0
728,34,0,1,Graduation,Single,27938,Phone,2,26,5,1,1,0,4,2,1,0
729,71,1,2,Graduation,Divorced,22263,Computer,0,15,3,1,0,1,3,4,11,0
730,66,1,3,Graduation,Together,34633,Computer,1,16,4,1,3,6,5,2,0,0
731,41,1,1,Graduation,Together,42162,Laptop,2,30,2,3,3,9,2,4,8,1
732,46,0,2,PhD,Together,162397,Tablet,0,12,3,0,4,1,1,6,6,0
733,44,0,2,Graduation,Widow,54162,Computer,0,26,4,1,5,7,2,2,1,0
734,67,0,1,2n Cycle,Divorced,41769,Computer,0,10,3,8,0,9,0,2,9,0
735,41,0,0,PhD,Together,44953,Tablet,1,27,5,7,2,5,1,5,12,0
736,44,1,1,PhD,Married,37717,Tablet,2,26,4,1,0,0,5,6,1,0
737,44,1,1,PhD,Married,37717,Computer,0,23,3,1,0,2,1,0,5,0
738,52,1,1,Graduation,Together,40548,Computer,2,28,5,2,2,4,1,4,2,0
739,47,1,1,2n Cycle,Divorced,67893,Computer,2,24,4,3,1,0,5,4,1,0
740,69,1,0,Graduation,Single,69267,Phone,1,8,2,3,5,1,5,2,7,1
741,46,0,1,Basic,Divorced,9548,Tablet,0,6,2,1,3,1,1,4,8,0
742,64,0,0,Graduation,Single,68281,Phone,0,44,3,2,9,3,2,8,0,1
743,62,0,0,2n Cycle,Together,92556,Tablet,0,7,2,3,4,2,0,2,3,0
744,43,1,1,Graduation,Single,48526,Tablet,2,8,1,2,2,5,4,1,3,0
745,31,1,0,Graduation,Single,90273,Phone,2,26,5,5,1,0,7,6,2,1
746,41,1,1,2n Cycle,Together,19414,Tablet,1,11,3,1,4,0,1,2,8,0
747,64,1,1,PhD,Single,79761,Tablet,1,17,1,5,4,7,2,0,4,0
748,71,1,0,PhD,Married,53312,Tablet,0,5,2,5,7,1,3,4,5,0
749,40,1,0,2n Cycle,Together,41039,Tablet,1,29,2,8,3,3,4,3,0,0
750,61,1,0,Graduation,Together,88347,Tablet,2,7,1,4,7,5,4,2,6,0
751,39,1,0,PhD,Married,50150,Tablet,0,28,5,5,0,0,4,4,0,0
752,39,0,0,PhD,Married,50150,Tablet,0,23,2,5,7,3,1,3,6,0
753,51,0,1,Graduation,Single,10245,Tablet,0,17,4,1,1,5,4,6,1,0
754,37,0,1,PhD,Married,33454,Tablet,1,22,3,4,4,1,8,0,2,0
755,70,1,2,Graduation,Single,40887,Phone,2,12,2,3,2,5,8,1,3,1
756,47,1,1,Graduation,Together,55914,Tablet,2,8,2,11,0,3,3,2,5,0
757,39,0,1,Graduation,Together,37292,Tablet,2,4,1,6,5,7,2,1,7,0
758,51,1,1,Graduation,Married,52914,Tablet,0,18,3,7,1,3,7,5,10,0
759,50,0,1,2n Cycle,Married,24884,Phone,2,21,3,0,3,2,3,0,0,0
760,52,0,1,Graduation,Single,67384,Laptop,0,17,2,7,3,0,6,3,7,0
761,62,0,1,Graduation,Married,51651,Computer,0,12,1,6,2,7,2,5,17,0
762,42,1,0,Graduation,Married,82497,Computer,1,12,3,2,0,0,2,3,2,0
763,59,1,0,2n Cycle,Married,32632,Computer,2,25,4,4,1,6,1,2,2,0
764,59,1,3,Master,Married,33562,Tablet,2,8,1,2,3,0,1,1,4,0
765,55,1,2,Graduation,Single,79146,Phone,2,24,5,8,5,2,1,0,2,0
766,55,1,2,Graduation,Single,79146,Tablet,2,11,3,8,3,5,4,0,5,0
767,41,1,1,Master,Single,36143,Laptop,1,28,2,0,6,2,2,0,0,0
768,49,1,2,Master,Married,27159,Tablet,2,11,1,1,8,5,2,4,1,0
769,62,1,3,Master,Together,41275,Tablet,0,3,2,3,4,2,0,3,17,0
770,57,0,0,2n Cycle,Married,76800,Tablet,2,26,5,4,1,1,0,0,0,0
771,35,1,0,Graduation,Married,75794,Tablet,0,9,2,7,4,1,4,4,5,0
772,71,0,2,Graduation,Married,30833,Tablet,1,10,4,1,3,2,6,0,3,0
773,73,1,2,PhD,Single,26518,Phone,2,18,2,2,4,0,3,1,2,1
774,41,0,0,Graduation,Single,91065,Phone,0,47,6,7,2,0,5,1,1,1
775,60,1,0,Master,Single,45183,Phone,0,4,1,4,2,0,0,4,8,0
776,72,0,1,Graduation,Together,48070,Tablet,0,29,4,8,0,4,3,2,4,0
777,51,0,2,Graduation,Widow,30372,Tablet,1,12,1,2,0,3,2,5,8,0
778,51,1,2,Graduation,Widow,30372,Tablet,2,25,4,2,3,4,3,1,3,0
779,47,1,1,2n Cycle,Married,57036,Tablet,2,10,2,6,2,3,1,5,8,0
780,52,0,1,Graduation,Widow,66731,Phone,0,18,2,4,5,3,1,3,1,0
781,52,1,1,PhD,Divorced,35682,Phone,1,24,5,1,2,4,5,1,2,0
782,33,0,0,Master,Divorced,10979,Laptop,2,30,2,3,3,3,3,5,6,0
783,33,1,0,Master,Divorced,10979,Laptop,1,3,2,3,1,1,4,1,13,0
784,57,1,1,PhD,Divorced,57912,Laptop,1,4,2,8,3,0,2,1,5,0
785,50,0,3,Graduation,Married,36026,Laptop,0,14,4,2,0,2,5,2,5,0
786,51,0,2,Graduation,Married,35788,Laptop,2,12,4,2,1,5,2,5,1,0
787,63,0,2,Graduation,Married,42243,Phone,2,27,2,2,0,4,1,1,2,0
788,66,1,1,Graduation,Divorced,46086,Tablet,2,27,3,3,7,0,5,6,3,0
789,44,1,1,Master,Together,61346,Tablet,0,19,4,5,5,2,2,3,3,0
790,51,1,2,Master,Single,33316,Computer,0,12,1,2,2,3,4,2,8,0
791,51,0,2,Master,Single,33316,Computer,1,18,1,2,2,3,2,2,1,0
792,35,0,1,Basic,Single,21063,Computer,2,18,2,2,0,3,1,2,5,0
793,52,1,1,Graduation,Single,33697,Computer,2,9,1,1,0,0,1,0,1,0
794,44,0,1,2n Cycle,Married,25804,Computer,0,21,2,2,5,1,0,6,0,0
795,45,0,1,Graduation,Married,72117,Phone,2,4,1,9,3,3,1,4,2,0
796,56,0,1,Graduation,Married,61286,Laptop,2,18,1,7,2,5,3,5,8,0
797,56,1,1,Graduation,Married,61286,Laptop,1,7,1,7,2,2,5,0,3,0
798,64,1,2,Graduation,Together,65196,Phone,1,11,1,7,3,3,4,2,6,0
799,51,1,1,Graduation,Divorced,55635,Phone,0,19,2,7,6,7,1,5,8,0
800,41,0,1,Master,Together,42021,Phone,2,26,3,10,3,7,2,5,8,0
801,50,0,0,Master,Married,75251,Laptop,0,31,3,7,2,0,12,7,4,1
802,54,1,3,Graduation,Together,35322,Phone,1,29,2,2,5,1,2,0,4,0
803,53,0,1,PhD,Together,53374,Laptop,0,21,2,4,1,0,4,0,0,1
804,63,1,0,Graduation,Married,87195,Laptop,1,48,3,3,4,5,1,1,6,1
805,41,1,2,2n Cycle,Single,42395,Phone,2,16,4,3,0,0,0,0,12,0
806,56,0,0,Graduation,Together,82427,Tablet,0,30,2,3,1,1,5,4,2,0
807,53,0,2,Master,Together,44602,Tablet,0,29,5,6,8,3,2,0,0,0
808,71,1,0,Graduation,Married,94642,Tablet,2,22,5,5,2,2,0,3,1,0
809,39,0,1,Graduation,Together,28359,Phone,2,24,5,1,2,3,3,2,15,0
810,47,1,2,Graduation,Single,55801,Phone,0,28,3,7,3,2,1,1,4,0
811,49,1,0,Graduation,Married,92955,Laptop,0,20,2,6,1,6,2,7,7,1
812,54,1,1,Graduation,Together,56534,Laptop,1,22,3,10,1,0,5,7,4,1
813,60,0,1,Graduation,Single,69627,Phone,2,8,2,8,2,1,2,1,14,0
814,52,1,0,Master,Divorced,78579,Laptop,1,28,2,5,3,3,4,8,5,1
815,42,1,2,Graduation,Together,44964,Phone,0,4,2,1,3,1,3,1,13,0
816,48,0,1,PhD,Single,30899,Phone,0,12,2,1,0,4,5,0,11,0
817,58,0,0,PhD,Divorced,78825,Laptop,2,9,2,5,3,6,2,2,1,1
818,35,0,1,Graduation,Married,25545,Laptop,1,26,5,2,5,3,9,7,7,1
819,51,0,1,PhD,Widow,47111,Phone,2,26,4,3,2,0,3,7,9,0
820,67,0,0,PhD,Single,49667,Laptop,2,19,2,5,2,0,0,8,9,1
821,75,0,0,Master,Together,66000,Phone,0,22,2,1,3,3,3,3,1,0
822,58,0,2,PhD,Together,46910,Computer,2,17,1,2,6,1,1,1,3,0
823,50,1,1,Basic,Married,25224,Computer,0,10,3,1,3,7,4,0,2,0
824,54,1,1,Graduation,Together,77382,Tablet,2,30,3,5,3,1,0,3,3,0
825,55,0,1,PhD,Divorced,28420,Tablet,1,16,1,1,0,5,0,6,4,0
826,45,1,1,Graduation,Divorced,32952,Tablet,1,14,4,2,6,7,2,1,4,0
827,47,0,1,Graduation,Married,46149,Tablet,2,28,4,5,3,2,0,1,1,0
828,123,1,0,PhD,Together,83532,Phone,2,5,1,4,0,1,1,5,5,0
829,75,1,1,PhD,Together,73059,Tablet,1,29,4,9,7,3,5,1,7,0
830,75,1,1,PhD,Together,73059,Laptop,2,23,3,9,5,5,1,6,4,0
831,63,0,0,Graduation,Married,35701,Phone,2,4,2,1,3,2,0,1,3,0
832,39,0,0,Master,Single,89616,Laptop,2,45,3,7,6,0,5,4,15,1
833,52,1,0,Graduation,Together,105471,Computer,0,11,1,9,6,0,9,0,11,1
834,74,1,0,Master,Widow,78427,Laptop,0,41,4,3,3,4,2,0,3,1
835,36,0,1,Graduation,Married,22518,Laptop,2,50,6,2,4,1,2,4,14,1
836,46,0,2,Graduation,Married,59809,Phone,1,17,2,3,1,9,1,0,6,0
837,40,0,1,Graduation,Single,39660,Laptop,2,30,5,7,3,5,4,1,7,1
838,72,0,0,2n Cycle,Together,52203,Phone,0,10,4,8,0,5,1,2,7,0
839,49,1,2,PhD,Alone,35860,Laptop,2,38,3,1,1,7,1,2,9,1
840,49,0,2,PhD,Divorced,35860,Computer,2,26,4,1,6,2,2,2,5,0
841,49,1,2,PhD,Divorced,35860,Computer,1,12,4,1,0,4,2,2,3,0
842,49,0,2,PhD,Divorced,35860,Phone,2,11,2,1,1,6,4,5,1,1
843,72,1,0,PhD,Widow,76842,Computer,1,17,3,1,0,8,1,1,14,0
844,71,0,0,Graduation,Single,15033,Computer,1,8,1,1,3,1,2,0,1,0
845,52,0,1,PhD,Married,67353,Computer,1,15,4,5,1,3,0,2,8,0
846,47,1,1,2n Cycle,Married,17003,Tablet,1,24,5,2,2,4,5,1,0,0
847,57,0,2,Master,Together,65735,Computer,2,26,4,6,3,5,1,2,6,0
848,51,0,1,Graduation,Widow,45684,Computer,1,21,2,1,4,6,0,3,7,0
849,53,1,1,Graduation,Together,21918,Laptop,0,8,2,2,5,4,4,4,2,0
850,44,0,2,Graduation,Married,51267,Computer,0,30,4,3,4,0,2,4,14,0
851,50,0,1,Graduation,Together,59868,Computer,1,11,3,11,9,3,1,3,17,0
852,31,0,0,Graduation,Married,51373,Tablet,2,11,1,3,1,1,2,5,5,0
853,64,0,1,Master,Together,46692,Computer,2,20,4,6,2,3,3,2,15,0
854,51,0,1,Master,Together,157733,Laptop,2,19,1,1,2,8,0,6,1,0
855,72,0,3,PhD,Married,54432,Computer,2,25,3,1,3,6,5,1,0,0
856,38,0,0,Graduation,Single,79607,Phone,2,36,6,3,0,4,2,0,2,1
857,50,0,2,Graduation,Divorced,51813,Computer,2,5,2,2,0,4,4,2,6,0
858,33,0,1,Basic,Married,17487,Computer,2,8,1,1,2,2,3,2,6,0
859,54,1,3,PhD,Together,40706,Tablet,2,26,2,3,0,3,2,1,9,0
860,63,1,1,PhD,Divorced,62859,Tablet,1,9,1,9,0,7,0,1,3,0
861,64,1,1,Graduation,Married,61074,Computer,2,30,5,11,4,2,4,2,4,0
862,53,1,1,Graduation,Widow,43638,Computer,0,11,4,4,3,1,0,3,1,0
863,66,0,1,Graduation,Married,58116,Laptop,2,11,3,3,0,1,0,7,10,0
864,53,0,1,PhD,Widow,62187,Laptop,1,30,2,6,2,3,2,2,7,0
865,68,0,2,Graduation,Single,46344,Computer,1,23,3,1,4,2,4,4,0,0
866,42,1,1,Graduation,Married,77353,Phone,1,3,2,6,3,2,0,1,6,0
867,56,0,0,PhD,Single,69759,Phone,2,41,3,4,4,4,3,2,2,1
868,36,1,1,Graduation,Divorced,21846,Computer,2,11,3,4,6,5,1,2,17,0
869,47,1,2,Graduation,Together,76532,Phone,0,6,1,9,9,5,1,2,1,0
870,57,1,1,Master,Married,70053,Phone,2,5,2,8,4,5,3,3,3,0
871,64,0,1,2n Cycle,Single,75342,Computer,0,10,1,5,0,0,2,4,5,0
872,40,0,1,Master,Together,27590,Tablet,2,11,3,1,3,7,2,0,3,0
873,49,0,2,Graduation,Married,51148,Phone,0,10,2,5,0,4,5,7,6,0
874,59,0,2,Graduation,Divorced,33378,Computer,0,10,3,2,7,0,7,2,6,0
875,49,0,1,PhD,Married,32644,Computer,2,14,1,7,4,3,3,0,8,0
876,53,1,2,PhD,Married,33581,Computer,2,17,3,1,1,1,1,0,11,0
877,44,1,0,2n Cycle,Married,12393,Tablet,0,25,5,2,0,1,7,0,5,0
878,38,1,1,PhD,Single,42710,Computer,0,11,1,4,3,2,2,7,3,0
879,65,0,0,2n Cycle,Married,82347,Computer,1,5,1,7,3,3,4,7,5,0
880,65,1,0,2n Cycle,Married,82347,Phone,2,10,3,7,6,5,10,2,2,1
881,67,0,2,PhD,Married,22554,Computer,2,4,1,2,3,2,1,7,0,0
882,35,0,0,Graduation,Married,17323,Tablet,0,15,1,1,2,3,3,1,0,0
883,62,1,2,Graduation,Divorced,62204,Computer,0,11,2,4,1,2,2,0,4,0
884,66,0,1,PhD,Widow,78028,Phone,1,8,2,6,1,1,5,1,9,1
885,60,1,1,Graduation,Divorced,63887,Computer,0,26,5,9,1,2,8,4,16,0
886,57,1,0,PhD,Together,32727,Computer,2,5,1,7,5,1,3,3,0,0
887,37,0,1,Graduation,Together,29103,Tablet,2,18,1,1,2,2,3,7,6,0
888,57,0,0,Graduation,Married,61482,Tablet,0,11,4,3,4,0,0,4,1,0
889,52,0,1,Graduation,Single,20587,Phone,2,24,4,1,0,1,2,4,8,0
890,52,0,1,Graduation,Single,20587,Computer,2,29,4,1,1,2,0,6,3,0
891,46,1,2,PhD,Together,52190,Computer,2,3,2,2,7,0,3,1,9,0
892,48,0,1,Graduation,Together,48186,Laptop,1,29,5,4,0,1,1,0,5,0
893,54,1,1,Graduation,Married,19329,Laptop,2,6,1,4,0,8,6,2,4,0
894,51,0,1,Master,Married,34109,Computer,1,14,3,0,4,5,2,7,15,0
895,36,0,1,Graduation,Married,23477,Computer,0,14,4,3,1,7,3,0,0,0
896,56,1,2,PhD,Together,47472,Computer,2,7,2,2,3,1,2,1,1,0
897,46,1,1,PhD,Divorced,14849,Tablet,0,23,4,2,3,4,2,4,6,0
898,44,0,1,2n Cycle,Married,26224,Computer,2,30,4,2,5,3,0,1,1,0
899,60,1,2,PhD,Single,27238,Computer,1,8,1,3,3,0,3,0,3,0
900,52,1,1,Master,Together,,Phone,1,25,2,4,9,4,1,1,7,0
901,60,1,1,Graduation,Single,57967,Computer,1,22,5,4,2,1,1,1,1,0
902,73,1,1,PhD,Widow,51569,Phone,0,33,4,7,6,3,4,5,1,1
903,68,1,2,PhD,Married,72550,Computer,0,5,1,5,7,1,3,4,6,0
904,52,1,1,Master,Married,44511,Computer,0,14,2,8,2,6,1,1,4,0
905,67,1,1,2n Cycle,Married,62972,Phone,0,27,4,7,0,0,7,7,13,1
906,67,0,1,2n Cycle,Married,62972,Computer,2,12,3,7,0,0,1,2,14,0
907,33,1,0,PhD,Together,77845,Tablet,2,11,4,3,1,0,2,0,15,0
908,47,0,1,PhD,Married,36663,Tablet,2,10,2,1,0,1,6,1,12,0
909,46,0,2,Master,Married,53204,Tablet,0,16,2,1,3,4,5,3,3,0
910,40,1,1,Master,Married,21059,Tablet,1,27,3,3,3,0,0,5,1,0
911,69,1,1,Master,Married,67087,Tablet,0,29,5,7,3,3,0,4,6,0
912,69,1,0,Graduation,Single,73892,Phone,2,21,5,3,3,1,4,3,0,1
913,30,1,0,Graduation,Together,75114,Tablet,2,7,1,3,0,1,1,2,2,0
914,74,1,0,Graduation,Married,42192,Tablet,1,23,3,2,2,1,2,2,0,0
915,62,0,2,Graduation,Married,31454,Tablet,0,23,4,2,1,2,0,3,5,0
916,44,1,1,Graduation,Together,22775,Tablet,2,8,2,1,0,1,1,1,4,0
917,44,0,1,Graduation,Together,22775,Tablet,2,18,3,1,0,7,2,0,4,0
918,50,0,1,Graduation,Together,31590,Tablet,0,26,3,1,0,3,3,1,7,0
919,50,0,1,Graduation,Married,80134,Phone,0,43,7,5,2,5,3,0,7,1
920,50,0,1,Graduation,Married,80134,Phone,2,10,2,5,6,2,0,7,5,1
921,50,0,0,Basic,Married,14188,Computer,0,7,1,2,0,2,2,3,12,0
922,37,1,1,PhD,Married,18169,Tablet,2,15,1,1,0,1,0,3,4,0
923,66,0,1,Graduation,Married,62503,Phone,2,19,3,8,1,7,0,6,8,0
924,68,0,1,Graduation,Married,46734,Computer,0,8,1,6,5,2,1,5,1,0
925,31,1,0,PhD,Single,68126,Phone,1,27,3,7,1,6,3,1,1,1
926,68,0,2,PhD,Married,52869,Phone,0,27,2,3,6,4,5,2,7,1
927,36,1,1,Graduation,Single,26576,Laptop,0,24,5,1,2,1,9,3,0,1
928,46,0,0,Graduation,Single,75825,Phone,0,29,5,5,4,2,0,0,3,1
929,72,0,1,Graduation,Married,57045,Computer,1,8,1,4,2,3,0,3,6,0
930,47,1,2,2n Cycle,Together,34984,Computer,2,16,2,1,4,2,4,4,4,0
931,49,1,1,Graduation,Married,27803,Tablet,1,20,5,3,5,2,4,2,1,0
932,47,1,1,PhD,Married,69283,Computer,1,28,4,7,0,1,0,3,1,0
933,30,1,1,Basic,Single,18746,Phone,1,7,1,3,3,1,6,6,4,0
934,57,1,0,2n Cycle,Married,70924,Phone,0,30,2,6,8,1,5,4,1,0
935,57,1,0,2n Cycle,Married,70924,Laptop,2,3,2,6,3,4,2,1,3,0
936,49,0,1,2n Cycle,Together,69401,Phone,1,30,4,4,3,2,1,2,1,0
937,46,0,0,Master,Divorced,75012,Laptop,0,12,3,3,2,3,2,3,0,0
938,44,0,0,Master,Together,85738,Phone,2,5,2,3,3,4,1,4,10,0
939,47,1,1,Graduation,Together,60934,Phone,1,25,5,6,3,0,6,0,1,0
940,36,1,1,Master,Married,27161,Tablet,0,26,4,1,2,4,3,3,1,0
941,61,0,1,PhD,Divorced,64325,Phone,1,17,3,10,2,4,3,3,2,0
942,49,1,1,Basic,Married,18978,Tablet,2,26,3,1,1,9,2,2,15,0
943,45,0,1,Graduation,Married,41124,Tablet,2,7,1,7,5,1,3,1,6,0
944,38,1,1,PhD,Single,39684,Phone,2,8,1,2,2,2,5,6,5,1
945,59,0,2,PhD,Married,53378,Phone,0,26,4,9,1,6,4,1,2,1
946,40,0,0,Graduation,Married,37040,Tablet,2,25,3,4,3,3,3,7,2,0
947,45,1,1,Master,Married,78710,Tablet,2,23,4,7,6,8,0,7,10,0
948,36,1,0,Graduation,Married,92910,Tablet,1,10,4,6,0,3,4,0,2,0
949,46,1,2,Graduation,Together,36283,Tablet,1,3,1,1,3,3,3,3,0,0
950,48,1,0,PhD,Together,79632,Tablet,2,27,5,6,3,3,6,5,5,0
951,44,1,1,Graduation,Together,28587,Tablet,2,27,4,2,2,2,3,1,3,0
952,41,1,0,Graduation,Together,88325,Tablet,2,11,2,6,3,0,2,4,8,0
953,64,0,1,Master,Married,51412,Tablet,2,19,1,3,2,1,2,2,7,0
954,70,1,0,2n Cycle,Divorced,63998,Phone,0,27,2,7,4,9,0,0,10,1
955,44,1,1,2n Cycle,Single,38593,Tablet,2,5,2,4,3,4,1,0,8,0
956,45,1,1,Master,Married,27889,Tablet,1,7,1,1,4,0,2,4,3,0
957,42,1,1,2n Cycle,Single,45889,Tablet,1,10,3,1,8,0,7,3,4,0
